	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10026644	1	1	1	1	0	0
Lus10003799	1	0	1	1	0	0
Lus10040984	0	0	1	1	0	0
Lus10028918	0	1	1	1	0	0
Lus10026758	1	1	1	1	0	0
Lus10022887	1	1	1	1	0	0
Lus10021852	0	0	1	1	0	0
Lus10020599	1	1	1	1	0	0
Lus10002040	1	1	1	1	0	0
Lus10006030	1	1	1	1	0	0
Lus10030125	1	1	1	1	0	0
Lus10002860	1	1	1	1	0	0
Lus10033383	0	0	1	1	0	0
Lus10018735	1	1	1	1	0	0
Lus10010729	1	1	1	1	0	0
Lus10011840	1	1	1	1	0	0
Lus10024413	0	0	1	1	0	0
Lus10014571	1	1	1	1	0	0
Lus10033305	1	1	1	1	0	0
Lus10025880	1	1	1	1	0	0
Lus10031551	1	0	1	1	0	0
Lus10029256	1	0	1	1	0	0
Lus10004722	0	0	1	1	0	0
Lus10032155	1	0	1	1	0	0
Lus10016262	1	0	1	1	0	0
Lus10004422	1	0	1	1	0	0
Lus10003097	1	0	1	1	0	0
Lus10033793	1	1	1	1	0	0
Lus10031553	1	1	1	1	0	0
Lus10030239	1	1	1	1	0	0
Lus10026135	1	1	1	1	0	0
Lus10042269	0	0	1	1	0	0
Lus10043053	1	1	1	1	0	0
Lus10025215	0	0	1	0	0	0
Lus10040492	0	0	1	1	0	0
Lus10003963	1	0	1	0	0	0
Lus10002653	0	0	1	0	0	0
Lus10039475	0	0	1	1	0	0
Lus10041633	0	0	1	1	0	0
Lus10005211	1	0	1	1	0	0
Lus10029642	1	1	1	1	0	0
Lus10039612	1	0	1	0	0	0
Lus10007866	1	1	1	1	0	0
Lus10022253	0	0	1	1	0	0
Lus10016416	1	0	1	1	0	0
Lus10012953	0	0	1	1	0	0
Lus10011233	0	0	1	0	0	0
Lus10041585	1	0	1	1	0	0
Lus10018253	1	1	1	0	0	0
Lus10013984	0	0	1	1	0	0
Lus10004160	0	0	1	1	0	0
Lus10040631	1	1	1	0	0	0
Lus10026088	1	0	1	1	0	0
Lus10040636	0	0	1	1	0	0
Lus10018836	0	0	1	1	0	0
Lus10029964	1	1	1	1	0	0
Lus10011092	0	0	1	0	0	0
Lus10016810	0	0	1	0	0	0
Lus10036954	0	0	1	0	0	0
Lus10024083	1	1	1	0	0	0
Lus10037931	0	0	1	1	0	0
Lus10008294	0	0	1	1	0	0
Lus10015843	0	0	1	1	0	0
Lus10012477	0	0	1	1	0	0
Lus10020420	1	0	1	1	0	0
Lus10000671	1	0	1	1	0	0
Lus10042601	0	1	1	1	0	0
Lus10033601	1	0	1	0	0	0
Lus10014520	1	1	1	1	0	0
Lus10021875	1	1	1	1	0	0
Lus10018293	1	1	1	1	0	0
Lus10040348	1	0	1	1	0	0
Lus10010352	1	0	1	0	0	0
Lus10019651	0	0	1	1	0	0
Lus10030477	0	0	1	1	0	0
Lus10000732	0	0	1	1	0	0
Lus10016424	1	0	1	1	0	0
Lus10033177	1	1	1	1	0	0
Lus10024220	1	0	1	1	0	0
Lus10006261	0	0	1	1	0	0
Lus10008115	1	1	1	1	0	0
Lus10030747	0	0	1	1	0	0
Lus10032889	0	0	1	0	0	0
Lus10017208	0	0	1	0	0	0
Lus10005440	0	0	1	0	0	0
Lus10011361	1	1	1	1	0	0
Lus10002868	0	0	1	0	0	0
Lus10008291	0	0	1	1	0	0
Lus10022392	1	1	1	1	0	0
Lus10006256	0	0	1	1	0	0
Lus10026655	0	0	1	1	0	0
Lus10018657	0	0	1	0	0	0
Lus10039282	0	0	1	1	0	0
Lus10020732	0	0	1	1	0	0
Lus10036862	0	0	1	0	0	0
Lus10036566	0	0	1	1	0	0
Lus10017067	1	1	1	0	0	0
Lus10002502	0	0	1	1	0	0
Lus10020586	1	1	1	1	0	0
Lus10022297	1	1	1	1	0	0
Lus10027666	1	1	1	1	0	0
Lus10003995	0	1	1	1	0	0
Lus10035437	1	1	1	1	0	0
Lus10004063	1	1	1	1	0	0
Lus10012724	1	0	1	1	0	0
Lus10032180	1	1	1	1	0	0
Lus10012116	1	0	1	1	0	0
Lus10006541	0	0	1	1	0	0
Lus10018801	1	0	1	1	0	0
Lus10001029	1	0	1	1	0	0
Lus10012748	0	0	1	1	0	0
Lus10033312	0	0	1	1	0	0
Lus10019043	1	1	1	1	0	0
Lus10022841	1	0	1	1	0	0
Lus10023693	0	1	1	1	0	0
Lus10024043	1	1	1	1	0	0
Lus10032247	0	0	1	1	0	0
Lus10043198	1	1	1	1	0	0
Lus10031636	1	1	1	1	0	0
Lus10029937	1	0	1	0	0	0
Lus10038842	0	0	1	1	0	0
Lus10014096	1	1	1	1	0	0
Lus10038755	1	1	1	1	0	0
Lus10029902	1	1	1	1	0	0
Lus10015773	0	0	1	1	0	0
Lus10025019	1	1	1	1	0	0
Lus10031429	0	0	1	1	0	0
Lus10019934	1	0	1	1	0	0
Lus10036986	1	0	1	1	0	0
Lus10002535	1	1	1	1	0	0
Lus10029504	0	0	1	1	0	0
Lus10018910	1	1	1	1	0	0
Lus10030355	1	1	1	1	0	0
Lus10031335	1	1	1	1	0	0
Lus10031617	1	0	1	1	0	0
Lus10000855	1	0	1	1	0	0
Lus10023791	1	0	1	1	0	0
Lus10042548	1	1	1	1	0	0
Lus10002148	0	0	1	1	0	0
Lus10005016	0	0	1	1	0	0
Lus10015959	0	1	1	1	0	0
Lus10005182	0	0	1	1	0	0
Lus10007378	0	0	1	1	0	0
Lus10002100	1	1	1	1	0	0
Lus10036098	1	1	1	0	0	0
Lus10039766	0	0	1	1	0	0
Lus10023819	0	0	1	1	0	0
Lus10014592	1	0	1	1	0	0
Lus10017039	0	0	1	1	0	0
Lus10006951	1	1	1	1	0	0
Lus10023135	1	1	1	1	0	0
Lus10005587	0	0	1	1	0	0
Lus10011384	1	0	1	1	0	0
Lus10033253	1	0	1	1	0	0
Lus10018870	0	0	1	1	0	0
Lus10043471	0	0	1	1	0	0
Lus10009293	1	1	1	0	0	0
Lus10041378	0	0	1	1	0	0
Lus10024159	0	0	1	0	0	0
Lus10004559	0	0	1	1	0	0
Lus10015619	1	1	1	1	0	0
Lus10018658	1	1	1	0	0	0
Lus10030746	1	1	1	0	0	0
Lus10013714	1	0	1	1	0	0
Lus10024640	1	0	1	1	0	0
Lus10024713	1	1	1	1	0	0
Lus10032674	1	0	1	1	0	0
Lus10000955	0	0	1	1	0	0
Lus10027281	1	0	1	1	0	0
Lus10014436	1	1	1	1	0	0
Lus10033680	0	0	1	1	0	0
Lus10028904	1	1	1	1	0	0
Lus10007916	1	1	1	1	0	0
Lus10025376	0	0	1	1	0	0
Lus10019835	1	0	1	1	0	0
Lus10010285	1	1	1	1	0	0
Lus10042670	1	1	1	0	0	0
Lus10040620	1	0	1	1	0	0
Lus10031088	0	0	1	1	0	0
Lus10015434	1	0	1	0	0	0
Lus10037409	1	0	1	1	0	0
Lus10040771	0	0	1	1	0	0
Lus10040211	1	0	1	1	0	0
Lus10016712	0	0	1	1	0	0
Lus10012212	1	1	1	1	0	0
Lus10014183	0	1	1	1	0	0
Lus10035975	0	0	1	1	0	0
Lus10007863	0	0	1	1	0	0
Lus10015394	1	1	1	1	0	0
Lus10025818	1	1	1	0	0	0
Lus10027502	1	0	1	1	0	0
Lus10041637	1	1	1	1	0	0
Lus10009554	0	0	1	1	0	0
Lus10035093	1	1	1	1	0	0
Lus10006274	1	0	1	1	0	0
Lus10040274	1	1	1	1	0	0
Lus10007286	1	1	1	1	0	0
Lus10022296	1	1	1	1	0	0
Lus10028323	1	0	1	1	0	0
Lus10018638	1	0	1	1	0	0
Lus10015972	1	1	1	1	0	0
Lus10002826	0	0	1	1	0	0
Lus10013841	1	0	1	1	0	0
Lus10011049	1	1	1	1	0	0
Lus10005085	1	1	1	1	0	0
Lus10008315	1	0	1	1	0	0
Lus10006873	1	1	1	1	0	0
Lus10031651	0	0	1	1	0	0
Lus10032628	1	1	1	1	0	0
Lus10031647	1	1	1	1	0	0
Lus10017446	0	0	1	1	0	0
Lus10024681	1	0	1	0	0	0
Lus10010520	1	1	1	1	0	0
Lus10003477	1	1	1	1	0	0
Lus10037879	0	1	1	1	0	0
Lus10040146	0	1	1	1	0	0
Lus10030969	1	1	1	1	0	0
Lus10009108	1	0	1	1	0	0
Lus10010195	1	0	1	1	0	0
Lus10004177	1	1	1	1	0	0
Lus10031540	1	0	1	0	0	0
Lus10010668	0	0	1	1	0	0
Lus10019321	1	0	1	1	0	0
Lus10042610	1	1	1	1	0	0
Lus10020085	1	1	1	1	0	0
Lus10035954	1	0	1	1	0	0
Lus10001970	1	1	1	1	0	0
Lus10014539	0	0	1	1	0	0
Lus10032108	1	1	1	0	0	0
Lus10014092	1	0	1	1	0	0
Lus10003925	0	0	1	1	0	0
Lus10005579	0	0	1	0	0	0
Lus10023560	0	0	1	0	0	0
Lus10016215	1	0	1	1	0	0
Lus10038135	1	1	1	1	0	0
Lus10038317	1	1	1	1	0	0
Lus10020925	1	1	1	1	0	0
Lus10007607	1	0	1	1	0	0
Lus10023989	1	0	1	1	0	0
Lus10041765	0	0	1	1	0	0
Lus10040892	1	1	1	1	0	0
Lus10021450	0	0	1	1	0	0
Lus10037977	0	0	1	1	0	0
Lus10040303	1	0	1	1	0	0
Lus10025864	1	0	1	1	0	0
Lus10027833	1	0	1	0	0	0
Lus10002329	1	1	1	1	0	0
Lus10033871	0	0	1	0	0	0
Lus10002787	0	0	1	1	0	0
Lus10040287	1	1	1	0	0	0
Lus10004759	0	0	1	1	0	0
Lus10020878	0	0	1	1	0	0
Lus10021205	0	0	1	1	0	0
Lus10011397	0	1	1	1	0	0
Lus10026727	1	1	1	1	0	0
Lus10011021	0	1	1	1	0	0
Lus10020305	1	1	1	1	0	0
Lus10011858	0	0	1	1	0	0
Lus10031021	1	1	1	1	0	0
Lus10020058	1	1	1	1	0	0
Lus10007868	1	0	1	1	0	0
Lus10041220	0	0	1	1	0	0
Lus10035692	1	0	1	1	0	0
Lus10008103	0	0	1	1	0	0
Lus10020692	1	0	1	1	0	0
Lus10033033	1	0	1	1	0	0
Lus10015212	1	1	1	1	0	0
Lus10040180	0	0	1	1	0	0
Lus10031611	1	1	1	0	0	0
Lus10025892	1	1	1	1	0	0
Lus10033208	1	1	1	1	0	0
Lus10014490	1	0	1	1	0	0
Lus10032164	0	0	1	1	0	0
Lus10033118	1	0	1	1	0	0
Lus10018235	0	0	1	1	0	0
Lus10035391	1	1	1	1	0	0
Lus10006981	1	1	1	1	0	0
Lus10000644	0	1	1	1	0	0
Lus10036056	1	0	1	1	0	0
Lus10032929	1	1	1	1	0	0
Lus10011125	0	0	1	1	0	0
Lus10025447	0	0	1	0	0	0
Lus10004164	0	0	1	1	0	0
Lus10039386	1	0	1	1	0	0
Lus10017109	1	1	1	1	0	0
Lus10025428	1	0	1	1	0	0
Lus10012682	0	0	1	1	0	0
Lus10040781	1	0	1	1	0	0
Lus10039829	1	0	1	1	0	0
Lus10018643	1	1	1	1	0	0
Lus10020402	1	0	1	1	0	0
Lus10009951	0	0	1	1	0	0
Lus10035841	1	0	1	1	0	0
Lus10018912	0	0	1	1	0	0
Lus10039997	0	0	1	1	0	0
Lus10027713	0	0	1	1	0	0
Lus10041021	1	0	1	1	0	0
Lus10029608	1	1	1	0	0	0
Lus10038988	1	0	1	1	0	0
Lus10013760	1	0	1	1	0	0
Lus10025279	1	0	1	1	0	0
Lus10024001	0	1	1	1	0	0
Lus10024354	0	1	1	1	0	0
Lus10006330	0	0	1	1	0	0
Lus10005123	0	0	1	1	0	0
Lus10006696	1	0	1	1	0	0
Lus10022281	1	0	1	0	0	0
Lus10032892	1	1	1	1	0	0
Lus10028343	1	0	1	0	0	0
Lus10009021	1	1	1	1	0	0
Lus10003460	1	1	1	1	0	0
Lus10005063	1	0	1	0	0	0
Lus10032580	0	1	1	1	0	0
Lus10005774	1	1	1	0	0	0
Lus10034952	0	0	1	1	0	0
Lus10031271	1	0	1	1	0	0
Lus10007890	0	0	1	0	0	0
Lus10000988	1	1	1	1	0	0
Lus10020915	1	1	1	1	0	0
Lus10004485	0	0	1	1	0	0
Lus10042984	0	0	1	1	0	0
Lus10022561	0	0	1	1	0	0
Lus10009771	1	1	1	1	0	0
Lus10026520	1	0	1	1	0	0
Lus10025933	1	0	1	0	0	0
Lus10028922	1	0	1	1	0	0
Lus10032680	1	1	1	1	0	0
Lus10031670	1	1	1	1	0	0
Lus10020902	1	1	1	1	0	0
Lus10021235	0	0	1	0	0	0
Lus10042683	1	1	1	1	0	0
Lus10025211	1	0	1	1	0	0
Lus10000754	1	1	1	1	0	0
Lus10019904	1	1	1	1	0	0
Lus10023477	1	1	1	1	0	0
Lus10030868	1	1	1	1	0	0
Lus10008956	1	0	1	1	0	0
Lus10014977	1	0	1	1	0	0
Lus10003773	0	0	1	0	0	0
Lus10019544	0	0	1	1	0	0
Lus10025322	1	1	1	1	0	0
Lus10014091	0	0	1	0	0	0
Lus10011208	0	1	1	1	0	0
Lus10036873	1	1	1	1	0	0
Lus10020792	1	1	1	1	0	0
Lus10043106	1	0	1	1	0	0
Lus10043235	1	1	1	0	0	0
Lus10030398	0	0	1	1	0	0
Lus10013212	0	0	1	1	0	0
Lus10017174	0	0	1	1	0	0
Lus10016943	0	0	1	1	0	0
Lus10039287	0	0	1	1	0	0
Lus10006861	0	0	1	1	0	0
Lus10035508	1	1	1	1	0	0
Lus10006791	0	0	1	1	0	0
Lus10024467	1	1	1	1	0	0
Lus10023461	0	0	1	0	0	0
Lus10009079	0	0	1	1	0	0
Lus10006811	1	1	1	1	0	0
Lus10039447	1	1	1	0	0	0
Lus10040830	1	1	1	1	0	0
Lus10020438	1	0	1	1	0	0
Lus10016528	0	1	1	1	0	0
Lus10042450	0	0	1	1	0	0
Lus10034261	0	0	1	1	0	0
Lus10017354	1	1	1	1	0	0
Lus10008285	1	1	1	1	0	0
Lus10015329	1	1	1	1	0	0
Lus10038659	1	0	1	1	0	0
Lus10018672	0	1	1	1	0	0
Lus10021089	1	0	1	1	0	0
Lus10037248	1	1	1	1	0	0
Lus10006801	1	1	1	0	0	0
Lus10041824	1	1	1	1	0	0
Lus10028250	1	0	1	0	0	0
Lus10015283	1	0	1	1	0	0
Lus10011550	0	0	1	1	0	0
Lus10021759	1	0	1	1	0	0
Lus10007093	1	0	1	0	0	0
Lus10031290	1	1	1	1	0	0
Lus10029677	1	0	1	1	0	0
Lus10026950	1	0	1	1	0	0
Lus10020891	0	0	1	1	0	0
Lus10028861	1	1	1	1	0	0
Lus10018540	0	0	1	1	0	0
Lus10012025	1	1	1	0	0	0
Lus10004603	0	0	1	1	0	0
Lus10005738	1	1	1	1	0	0
Lus10000962	0	0	1	1	0	0
Lus10010284	1	1	1	1	0	0
Lus10021245	1	1	1	1	0	0
Lus10001272	1	1	1	1	0	0
Lus10008509	0	0	1	1	0	0
Lus10033489	1	1	1	0	0	0
Lus10024210	1	1	1	1	0	0
Lus10021590	1	0	1	1	0	0
Lus10024519	1	1	1	1	0	0
Lus10008817	1	1	1	1	0	0
Lus10023034	1	0	1	1	0	0
Lus10027989	0	0	1	1	0	0
Lus10026552	1	0	1	1	0	0
Lus10040151	0	0	1	1	0	0
Lus10029459	1	1	1	0	0	0
Lus10027467	1	1	1	1	0	0
Lus10032861	0	0	1	1	0	0
Lus10026904	1	1	1	1	0	0
Lus10014712	0	0	1	1	0	0
Lus10041752	1	0	1	0	0	0
Lus10016570	0	0	1	0	0	0
Lus10021220	1	1	1	1	0	0
Lus10017064	0	1	1	0	0	0
Lus10007765	1	0	1	1	0	0
Lus10041625	1	1	1	1	0	0
Lus10010061	1	1	1	1	0	0
Lus10037455	1	1	1	1	0	0
Lus10021672	0	0	1	1	0	0
Lus10039832	1	0	1	0	0	0
Lus10002287	1	1	1	1	0	0
Lus10034567	0	0	1	1	0	0
Lus10024724	1	1	1	1	0	0
Lus10043337	1	1	1	1	0	0
Lus10005639	1	1	1	1	0	0
Lus10018315	0	0	1	1	0	0
Lus10040134	0	0	1	1	0	0
Lus10008987	0	0	1	1	0	0
Lus10040951	1	0	1	1	0	0
Lus10032074	0	1	1	0	0	0
Lus10003010	1	0	1	1	0	0
Lus10033926	1	1	1	1	0	0
Lus10028578	1	1	1	1	0	0
Lus10024362	1	1	1	1	0	0
Lus10036264	1	1	1	1	0	0
Lus10012517	1	1	1	1	0	0
Lus10001274	1	0	1	0	0	0
Lus10016527	1	0	1	1	0	0
Lus10014305	1	1	1	1	0	0
Lus10008530	1	0	1	1	0	0
Lus10005625	1	1	1	1	0	0
Lus10018418	1	1	1	1	0	0
Lus10022902	1	0	1	0	0	0
Lus10006826	0	0	1	1	0	0
Lus10023271	0	0	1	1	0	0
Lus10040263	0	1	1	0	0	0
Lus10006352	1	1	1	1	0	0
Lus10020348	1	0	1	1	0	0
Lus10005372	1	1	1	1	0	0
Lus10005265	1	1	1	1	0	0
Lus10040756	0	0	1	1	0	0
Lus10042798	1	0	1	1	0	0
Lus10014116	0	0	1	1	0	0
Lus10030185	1	0	1	1	0	0
Lus10026674	1	0	1	1	0	0
Lus10026300	1	1	1	1	0	0
Lus10011922	1	1	1	1	0	0
Lus10031593	0	0	1	1	0	0
Lus10028949	0	0	1	1	0	0
Lus10040063	1	1	1	1	0	0
Lus10013903	1	0	1	1	0	0
Lus10029898	1	1	1	0	0	0
Lus10006552	1	1	1	1	0	0
Lus10039605	1	1	1	0	0	0
Lus10003112	0	0	1	0	0	0
Lus10030174	1	1	1	0	0	0
Lus10017597	1	1	1	1	0	0
Lus10023205	0	0	1	1	0	0
Lus10020364	0	0	1	1	0	0
Lus10002128	1	1	1	1	0	0
Lus10020728	1	0	1	1	0	0
Lus10034785	0	0	1	1	0	0
Lus10037255	1	1	1	1	0	0
Lus10026734	0	0	1	1	0	0
Lus10014202	0	0	1	0	0	0
Lus10035641	0	0	1	1	0	0
Lus10023088	0	0	1	1	0	0
Lus10021301	1	1	1	0	0	0
Lus10036118	1	0	1	1	0	0
Lus10023514	0	0	1	1	0	0
Lus10029786	1	0	1	1	0	0
Lus10041509	1	1	1	0	0	0
Lus10030381	0	0	1	0	0	0
Lus10002166	1	1	1	1	0	0
Lus10042332	1	1	1	1	0	0
Lus10024758	1	1	1	1	0	0
Lus10029841	1	1	1	1	0	0
Lus10025942	1	1	1	1	0	0
Lus10033702	1	1	1	0	0	0
Lus10030796	1	1	1	1	0	0
Lus10002807	0	1	1	1	0	0
Lus10030491	1	0	1	1	0	0
Lus10040420	0	1	1	1	0	0
Lus10013915	1	1	1	1	0	0
Lus10025100	1	0	1	1	0	0
Lus10005789	0	0	1	1	0	0
Lus10029536	1	0	1	0	0	0
Lus10039057	1	1	1	0	0	0
Lus10003582	0	0	1	1	0	0
Lus10023249	0	0	1	1	0	0
Lus10012062	0	0	1	1	0	0
Lus10028399	1	1	1	1	0	0
Lus10037047	0	0	1	1	0	0
Lus10040557	1	1	1	1	0	0
Lus10011421	1	1	1	1	0	0
Lus10010188	1	1	1	1	0	0
Lus10010342	1	0	1	1	0	0
Lus10020995	1	1	1	0	0	0
Lus10023109	0	0	1	1	0	0
Lus10008051	1	0	1	1	0	0
Lus10036014	1	1	1	1	0	0
Lus10003309	1	0	1	1	0	0
Lus10006036	1	1	1	1	0	0
Lus10016477	0	0	1	1	0	0
Lus10037540	1	0	1	1	0	0
Lus10022657	1	1	1	1	0	0
Lus10028489	0	0	1	1	0	0
Lus10037690	0	0	1	1	0	0
Lus10041345	0	0	1	1	0	0
Lus10002086	0	0	1	0	0	0
Lus10018531	1	1	1	1	0	0
Lus10002357	1	1	1	1	0	0
Lus10017103	1	1	1	1	0	0
Lus10032544	0	0	1	1	0	0
Lus10042802	0	1	1	1	0	0
Lus10035090	1	1	1	1	0	0
Lus10007062	1	1	1	1	0	0
Lus10026107	0	0	1	1	0	0
Lus10034156	0	0	1	1	0	0
Lus10029102	0	0	1	1	0	0
Lus10016216	1	1	1	1	0	0
Lus10042050	1	0	1	0	0	0
Lus10023332	1	0	1	1	0	0
Lus10018616	1	0	1	1	0	0
Lus10019944	1	1	1	1	0	0
Lus10019542	0	0	1	1	0	0
Lus10001483	1	1	1	0	0	0
Lus10001258	1	0	1	1	0	0
Lus10009396	1	1	1	1	0	0
Lus10018011	1	1	1	0	0	0
Lus10032579	1	1	1	1	0	0
Lus10012946	1	1	1	0	0	0
Lus10008738	1	1	1	0	0	0
Lus10032281	0	0	1	1	0	0
Lus10020465	1	0	1	1	0	0
Lus10037782	0	0	1	1	0	0
Lus10042078	1	0	1	1	0	0
Lus10043064	1	0	1	1	0	0
Lus10007555	0	0	1	1	0	0
Lus10017951	0	0	1	1	0	0
Lus10015482	1	0	1	1	0	0
Lus10028650	1	1	1	1	0	0
Lus10020165	0	0	1	1	0	0
Lus10035729	0	0	1	0	0	0
Lus10029395	0	1	1	1	0	0
Lus10038840	0	0	1	0	0	0
Lus10036037	1	1	1	1	0	0
Lus10027867	0	0	1	1	0	0
Lus10036993	1	1	1	1	0	0
Lus10004755	1	0	1	1	0	0
Lus10001436	1	0	1	1	0	0
Lus10039810	1	0	1	1	0	0
Lus10040327	1	0	1	1	0	0
Lus10011318	0	0	1	0	0	0
Lus10035163	0	1	1	1	0	0
Lus10022911	0	1	1	1	0	0
Lus10033379	1	1	1	1	0	0
Lus10028173	0	0	1	1	0	0
Lus10025436	0	0	1	1	0	0
Lus10018574	1	1	1	1	0	0
Lus10001713	1	0	1	0	0	0
Lus10041756	1	0	1	1	0	0
Lus10008116	1	1	1	1	0	0
Lus10041317	0	0	1	1	0	0
Lus10006618	1	1	1	1	0	0
Lus10024832	1	0	1	1	0	0
Lus10025359	1	0	1	1	0	0
Lus10028417	1	0	1	1	0	0
Lus10004565	0	0	1	1	0	0
Lus10019333	1	1	1	1	0	0
Lus10021603	1	1	1	1	0	0
Lus10018929	0	0	1	1	0	0
Lus10013089	0	0	1	1	0	0
Lus10021688	0	0	1	1	0	0
Lus10039137	1	1	1	1	0	0
Lus10024508	1	1	1	1	0	0
Lus10029434	0	0	1	0	0	0
Lus10030401	1	0	1	1	0	0
Lus10035889	1	1	1	1	0	0
Lus10035869	0	0	1	1	0	0
Lus10021162	1	1	1	1	0	0
Lus10034439	1	1	1	0	0	0
Lus10034635	1	1	1	0	0	0
Lus10036170	1	0	1	1	0	0
Lus10007396	1	1	1	1	0	0
Lus10038016	1	0	1	1	0	0
Lus10035057	0	0	1	1	0	0
Lus10025049	1	0	1	1	0	0
Lus10008899	0	0	1	0	0	0
Lus10042074	0	0	1	0	0	0
Lus10023615	1	1	1	0	0	0
Lus10003605	1	1	1	1	0	0
Lus10003572	0	0	1	1	0	0
Lus10013467	0	0	1	1	0	0
Lus10022964	1	1	1	1	0	0
Lus10031899	1	0	1	1	0	0
Lus10038643	1	0	1	0	0	0
Lus10029009	0	0	1	1	0	0
Lus10032205	1	0	1	0	0	0
Lus10034259	1	0	1	0	0	0
Lus10010319	0	0	1	1	0	0
Lus10036407	1	0	1	1	0	0
Lus10038221	1	1	1	1	0	0
Lus10032699	1	1	1	1	0	0
Lus10023309	0	1	1	0	0	0
Lus10022565	1	0	1	1	0	0
Lus10019906	0	0	1	1	0	0
Lus10014641	1	0	1	1	0	0
Lus10042561	1	1	1	1	0	0
Lus10010932	1	1	1	1	0	0
Lus10008018	1	1	1	1	0	0
Lus10005936	0	1	1	1	0	0
Lus10040715	1	1	1	1	0	0
Lus10033441	1	1	1	1	0	0
Lus10000710	0	1	1	1	0	0
Lus10039741	1	1	1	1	0	0
Lus10042972	1	0	1	1	0	0
Lus10019391	0	0	1	1	0	0
Lus10036416	1	0	1	1	0	0
Lus10027573	0	0	1	0	0	0
Lus10011710	0	0	1	1	0	0
Lus10026815	1	0	1	0	0	0
Lus10025579	1	0	1	1	0	0
Lus10025602	1	1	1	1	0	0
Lus10028766	1	1	1	1	0	0
Lus10019782	1	1	1	0	0	0
Lus10023553	0	0	1	1	0	0
Lus10038764	1	1	1	0	0	0
Lus10031492	1	0	1	1	0	0
Lus10012261	1	1	1	1	0	0
Lus10027609	0	0	1	1	0	0
Lus10027193	0	0	1	1	0	0
Lus10009881	1	0	1	1	0	0
Lus10004161	1	1	1	0	0	0
Lus10030501	0	0	1	1	0	0
Lus10037626	1	1	1	1	0	0
Lus10010419	1	0	1	1	0	0
Lus10031169	1	0	1	1	0	0
Lus10018593	1	0	1	1	0	0
Lus10020909	1	1	1	1	0	0
Lus10023169	1	1	1	1	0	0
Lus10007781	0	1	1	1	0	0
Lus10009543	1	1	1	1	0	0
Lus10020924	0	0	1	1	0	0
Lus10041981	1	1	1	1	0	0
Lus10036355	1	1	1	1	0	0
Lus10018397	1	1	1	1	0	0
Lus10023016	1	0	1	1	0	0
Lus10039632	1	1	1	1	0	0
Lus10027755	0	1	1	0	0	0
Lus10021213	1	1	1	1	0	0
Lus10031372	0	0	1	1	0	0
Lus10000758	1	1	1	1	0	0
Lus10035667	0	0	1	1	0	0
Lus10024383	1	1	1	0	0	0
Lus10030543	1	0	1	1	0	0
Lus10020607	1	0	1	1	0	0
Lus10040801	1	0	1	1	0	0
Lus10005670	1	0	1	1	0	0
Lus10040979	1	1	1	1	0	0
Lus10010744	1	1	1	1	0	0
Lus10035568	1	1	1	1	0	0
Lus10022310	1	0	1	0	0	0
Lus10028302	1	0	1	1	0	0
Lus10012459	1	0	1	1	0	0
Lus10022349	1	1	1	1	0	0
Lus10004233	0	0	1	1	0	0
Lus10027788	1	1	1	1	0	0
Lus10013584	0	0	1	1	0	0
Lus10043419	0	0	1	1	0	0
Lus10009634	0	0	1	1	0	0
Lus10032729	1	0	1	1	0	0
Lus10006979	0	0	1	1	0	0
Lus10018783	0	1	1	0	0	0
Lus10039720	1	0	1	0	0	0
Lus10008998	1	1	1	1	0	0
Lus10004481	1	0	1	1	0	0
Lus10012623	1	0	1	1	0	0
Lus10040517	1	1	1	1	0	0
Lus10042100	0	1	1	1	0	0
Lus10038368	0	1	1	1	0	0
Lus10034793	0	0	1	1	0	0
Lus10000562	0	0	1	0	0	0
Lus10036449	0	1	1	1	0	0
Lus10023341	1	1	1	0	0	0
Lus10036199	0	0	1	1	0	0
Lus10041053	1	1	1	1	0	0
Lus10007648	0	0	1	1	0	0
Lus10023558	1	1	1	1	0	0
Lus10042688	0	1	1	1	0	0
Lus10004405	1	0	1	1	0	0
Lus10028525	0	0	1	1	0	0
Lus10031135	1	0	1	1	0	0
Lus10000368	1	1	1	1	0	0
Lus10024173	1	0	1	0	0	0
Lus10012152	1	0	1	1	0	0
Lus10000878	1	1	1	1	0	0
Lus10025170	1	1	1	1	0	0
Lus10003005	1	0	1	1	0	0
Lus10008222	1	0	1	1	0	0
Lus10014211	0	0	1	1	0	0
Lus10010761	1	1	1	1	0	0
Lus10004135	1	0	1	0	0	0
Lus10012707	0	1	1	1	0	0
Lus10018447	1	1	1	1	0	0
Lus10001783	1	1	1	1	0	0
Lus10014014	1	1	1	1	0	0
Lus10001743	1	1	1	0	0	0
Lus10026177	1	0	1	1	0	0
Lus10021530	1	0	1	1	0	0
Lus10027397	1	1	1	1	0	0
Lus10039157	0	0	1	1	0	0
Lus10007475	0	0	1	1	0	0
Lus10009774	1	1	1	1	0	0
Lus10014107	0	0	1	0	0	0
Lus10034334	1	0	1	0	0	0
Lus10020244	1	1	1	1	0	0
Lus10032769	1	0	1	1	0	0
Lus10016492	1	1	1	1	0	0
Lus10022470	1	1	1	1	0	0
Lus10026098	0	0	1	1	0	0
Lus10003684	1	1	1	1	0	0
Lus10028054	1	1	1	1	0	0
Lus10027382	0	0	1	1	0	0
Lus10028058	1	1	1	1	0	0
Lus10007124	1	0	1	1	0	0
